latitude,longitude,distances,ind,fotograma,section,classes,ind2,scores,boxes,class_id,area,center,height,width,total_area,fail_id_section,class_id_readable
,,,82,118,,Grieta Vertical,97,0.4043411314487457,"[0.5385978817939758, 0.6569008827209473, 0.6656011343002319, 0.8706070184707642]",D00,6253.372643505463,"(488.80252838134766, 216.7558228969574)",76.93420886993408,81.2820816040039,230400,201,Grieta Vertical
,,,83,119,,Desenfoque de linea blanca,98,0.2401781529188156,"[0.5863276720046997, 0.7290250062942505, 0.7018782496452332, 0.9142751693725586]",D44,4931.887876232031,"(525.8560562133789, 231.87706589698792)",66.69005870819092,73.9523696899414,230400,55,Desenfoque de linea blanca
,,,84,120,,Grieta Vertical,100,0.2935110628604889,"[0.5850206613540649, 0.7100711464881897, 0.6895449161529541, 0.8836710453033447]",D00,4180.700173090554,"(509.997501373291, 229.42180395126343)",62.49596357345581,66.89552307128906,230400,202,Grieta Vertical
,,,84,120,,Desenfoque de linea blanca,99,0.31643179059028625,"[0.5390128493309021, 0.6150138974189758, 0.6012830138206482, 0.7190282940864563]",D44,1492.2993230866268,"(426.8935012817383, 205.25325536727905)",37.44518280029297,39.8529052734375,230400,55,Desenfoque de linea blanca
,,,85,124,,Grieta Vertical,101,0.24267564713954926,"[0.5308009386062622, 0.6027406454086304, 0.6417936086654663, 0.7660386562347412]",D00,4175.9728673925565,"(438.0093765258789, 211.06701850891113)",58.7872838973999,71.03530883789062,230400,203,Grieta Vertical
,,,86,125,,Desenfoque de linea blanca,102,0.3322090804576874,"[0.5491903424263, 0.6426270604133606, 0.6279681921005249, 0.7648906111717224]",D44,2219.1343769731247,"(450.40565490722656, 211.8885362148285)",44.014878273010254,50.417823791503906,230400,56,Desenfoque de linea blanca
,,,87,126,,Grieta Vertical,103,0.3273923099040985,"[0.5364630818367004, 0.6290696263313293, 0.704688549041748, 0.865025520324707]",D00,9145.449332771477,"(478.11044692993164, 223.40729355812073)",84.94412183761597,107.66429901123047,230400,204,Grieta Vertical
,,,87,126,,Desenfoque de linea blanca,104,0.2611757218837738,"[0.00016351937665604055, 0.7169104814529419, 0.08442448079586029, 0.8951815962791443]",D44,3460.906489773121,"(515.8694648742676, 15.22584003105294)",64.17760133743286,53.92701530829072,230400,56,Desenfoque de linea blanca
,,,88,127,,Grieta e Intervalo Lineal Transversal,106,0.3761005401611328,"[0.1527540236711502, 0.7147715091705322, 0.5996606945991516, 0.7934485673904419]",D10,8101.164019384714,"(482.6304244995117, 135.43464928865433)",28.32374095916748,286.0202693939209,230400,349,Grieta e Intervalo Lineal Transversal
,,,88,127,,Grieta e Intervalo Lineal Transversal,107,0.25924256443977356,"[0.15316899120807648, 0.7289774417877197, 0.2742101848125458, 0.7739289999008179]",D10,1253.604153229071,"(480.93006134033203, 76.928251683712)",16.182560920715332,77.46636390686035,230400,349,Grieta e Intervalo Lineal Transversal
,,,88,127,,Desenfoque de linea blanca,105,0.4656761884689331,"[0.5642544627189636, 0.682238757610321, 0.699504017829895, 0.8984110355377197]",D44,6736.251897676175,"(505.80793380737305, 227.47652649879456)",77.82202005386353,86.5597152709961,230400,56,Desenfoque de linea blanca
,,,89,128,,Grieta e Intervalo Lineal Transversal,109,0.2905884385108948,"[0.32287153601646423, 0.6809119582176208, 0.40943723917007446, 0.7134928107261658]",D10,649.8165673143376,"(446.2095260620117, 131.81557953357697)",11.729106903076172,55.40205001831055,230400,349,Grieta e Intervalo Lineal Transversal
,,,89,128,,Grieta e Intervalo Lineal Transversal,111,0.2438446432352066,"[0.3318343162536621, 0.7371366024017334, 0.39213356375694275, 0.7613027691841125]",D10,335.7392652325416,"(479.5005989074707, 130.31421840190887)",8.699820041656494,38.59151840209961,230400,349,Grieta e Intervalo Lineal Transversal
,,,89,128,,Grieta e Intervalo Lineal Transversal,112,0.2243397980928421,"[0.606969952583313, 0.7475258708000183, 0.7519610524177551, 0.8101726770401001]",D10,2092.7760394440156,"(498.4635353088379, 244.60758090019226)",22.552850246429443,92.79430389404297,230400,349,Grieta e Intervalo Lineal Transversal
,,,89,128,,Grieta e Intervalo Lineal Transversal,113,0.20253747701644897,"[0.013563299551606178, 0.7954362630844116, 0.22860166430473328, 0.9101501703262329]",D10,5683.482092787415,"(545.7876586914062, 43.5896934941411)",41.297006607055664,137.62455344200134,230400,349,Grieta e Intervalo Lineal Transversal
,,,89,128,,Desenfoque de linea blanca,108,0.4019622802734375,"[0.19407100975513458, 0.5215750932693481, 0.40237969160079956, 0.9423691034317017]",D44,20195.722502892568,"(468.46214294433594, 107.36112624406815)",151.48584365844727,133.3175563812256,230400,56,Desenfoque de linea blanca
,,,89,128,,Desenfoque de linea blanca,110,0.2711853086948395,"[0.49386343359947205, 0.6016513109207153, 0.5387205481529236, 0.6758106350898743]",D44,766.4424881961622,"(408.7878227233887, 185.8651167154312)",26.697356700897217,28.708553314208984,230400,56,Desenfoque de linea blanca
,,,90,129,,Desenfoque de linea blanca,114,0.479051411151886,"[0.5680593252182007, 0.7541062831878662, 0.6674540042877197, 0.9169082641601562]",D44,3728.2523099034734,"(534.7246551513672, 222.39239931106567)",58.608713150024414,63.61259460449219,230400,56,Desenfoque de linea blanca
,,,91,130,,Grieta Vertical,116,0.2120255082845688,"[0.0, 0.6987722516059875, 0.10016139596700668, 0.8308650255203247]",D00,3048.3294641082352,"(489.4839286804199, 18.029051274061203)",47.55339860916138,64.10329341888428,230400,205,Grieta Vertical
,,,91,130,,Desenfoque de linea blanca,115,0.2920766770839691,"[0.4998184144496918, 0.628564178943634, 0.545427143573761, 0.7141876816749573]",D44,899.7532744842829,"(429.6805953979492, 188.1442004442215)",30.824460983276367,29.189586639404297,230400,56,Desenfoque de linea blanca
,,,92,131,,Grieta Vertical,117,0.25927239656448364,"[0.006623172666877508, 0.6036080121994019, 0.23480220139026642, 0.800403356552124]",D00,10346.013050501146,"(449.2836380004883, 43.45656733028591)",70.84632396697998,146.0345783829689,230400,205,Grieta Vertical
,,,93,132,,Grieta Vertical,119,0.2745140790939331,"[0.5547468662261963, 0.7552456259727478, 0.6282476186752319, 0.9013205766677856]",D00,2473.716969225461,"(530.1011848449707, 212.93900728225708)",52.58698225021362,47.04048156738281,230400,205,Grieta Vertical
,,,93,132,,Desenfoque de linea blanca,118,0.47196707129478455,"[0.5072382092475891, 0.6406776905059814, 0.5663865804672241, 0.7620173096656799]",D44,1653.5902090076888,"(448.86240005493164, 193.25246214866638)",43.682262897491455,37.854957580566406,230400,57,Desenfoque de linea blanca
,,,94,140,,Desenfoque de linea blanca,120,0.32361772656440735,"[0.4682614207267761, 0.5550036430358887, 0.6907013654708862, 0.9105578660964966]",D44,18222.211982853878,"(468.9796829223633, 208.61330151557922)",127.99952030181885,142.36156463623047,230400,58,Desenfoque de linea blanca
,,,95,141,,Desenfoque de linea blanca,121,0.3714563548564911,"[0.4636969566345215, 0.5566228032112122, 0.693854033946991, 0.9121929407119751]",D44,18855.241027607462,"(470.0210380554199, 208.35917830467224)",128.00524950027466,147.30052947998047,230400,58,Desenfoque de linea blanca
,,,96,144,,Desenfoque de linea blanca,122,0.29150110483169556,"[0.35768723487854004, 0.62357497215271, 0.4753854274749756, 0.6976203322410583]",D44,2007.937164107716,"(422.78249740600586, 149.9530792236328)",26.65632963180542,75.32684326171875,230400,59,Desenfoque de linea blanca
,,,97,151,,Grieta Vertical,123,0.40223458409309387,"[0.6192758679389954, 0.7579586505889893, 0.7190740704536438, 0.8885457515716553]",D00,3002.655271603726,"(526.8814086914062, 240.90298891067505)",47.011356353759766,63.870849609375,230400,206,Grieta Vertical
,,,97,151,,Piel de cocodrilo,124,0.22546367347240448,"[0.6223258972167969, 0.6661927700042725, 0.8124642372131348, 0.8363271355628967]",D20,7453.224770376255,"(480.80636978149414, 258.2622241973877)",61.248371601104736,121.68853759765625,230400,8,Piel de cocodrilo
,,,98,152,,Piel de cocodrilo,126,0.2055402249097824,"[0.6347988247871399, 0.6838188767433167, 0.812872588634491, 0.8461971879005432]",D20,6662.089044851018,"(489.60514068603516, 260.58085441589355)",58.45619201660156,113.96720886230469,230400,8,Piel de cocodrilo
,,,98,152,,Desenfoque de linea blanca,125,0.23371294140815735,"[0.18044531345367432, 0.6509114503860474, 0.33012059330940247, 0.9383392333984375]",D44,9912.000121503206,"(508.56021881103516, 91.90186321735382)",103.47400188446045,95.79217910766602,230400,60,Desenfoque de linea blanca
,,,99,154,,Desenfoque de linea blanca,127,0.6038011908531189,"[0.19056442379951477, 0.6565675139427185, 0.3287086486816406, 0.9356498122215271]",D44,8882.751231140719,"(509.5095443725586, 93.46915304660797)",100.4696273803711,88.41230392456055,230400,61,Desenfoque de linea blanca
,,,99,154,,Desenfoque de linea blanca,128,0.3638805150985718,"[0.5367783308029175, 0.6789125204086304, 0.6863775849342346, 0.9063614010810852]",D44,7839.632540529146,"(507.287654876709, 220.16806483268738)",81.88159704208374,95.74352264404297,230400,61,Desenfoque de linea blanca
,,,100,155,,Desenfoque de linea blanca,129,0.5342863202095032,"[0.19059643149375916, 0.6592573523521423, 0.32777833938598633, 0.9375220537185669]",D44,8795.032158529602,"(510.96940994262695, 93.30745875835419)",100.17529249191284,87.79642105102539,230400,61,Desenfoque de linea blanca
,,,100,155,,Desenfoque de linea blanca,130,0.43834754824638367,"[0.5339457392692566, 0.6700314283370972, 0.6881943941116333, 0.9077563881874084]",D44,8448.481216366508,"(504.8921012878418, 219.98522400856018)",85.58098554611206,98.7191390991211,230400,61,Desenfoque de linea blanca
,,,101,156,,Desenfoque de linea blanca,131,0.46855172514915466,"[0.19285538792610168, 0.6662178635597229, 0.3274519145488739, 0.9375535845756531]",D44,8414.402825647812,"(513.2068634033203, 93.6553144454956)",97.68085956573486,86.14177703857422,230400,61,Desenfoque de linea blanca
,,,101,156,,Desenfoque de linea blanca,132,0.4410908818244934,"[0.5389984250068665, 0.6838275194168091, 0.6878555417060852, 0.910597562789917]",D44,7777.459540287964,"(510.21602630615234, 220.8337140083313)",81.63721561431885,95.2685546875,230400,61,Desenfoque de linea blanca
,,,102,157,,Desenfoque de linea blanca,133,0.553648829460144,"[0.5379290580749512, 0.6792652606964111, 0.69126957654953, 0.9092668890953064]",D44,8125.878285776798,"(508.3302879333496, 221.25575423240662)",82.8005862236023,98.13793182373047,230400,61,Desenfoque de linea blanca
,,,102,157,,Desenfoque de linea blanca,134,0.3519228398799896,"[0.19385433197021484, 0.6637517213821411, 0.329568475484848, 0.935983419418335]",D44,8512.287376093354,"(511.91524505615234, 94.21610534191132)",98.00341129302979,86.85705184936523,230400,61,Desenfoque de linea blanca
,,,103,158,,Desenfoque de linea blanca,135,0.5985463261604309,"[0.5304107666015625, 0.6703640222549438, 0.6935580968856812, 0.9129287600517273]",D44,9117.801076057913,"(506.65369033813477, 220.31439542770386)",87.32330560684204,104.41429138183594,230400,61,Desenfoque de linea blanca
,,,104,159,,Desenfoque de linea blanca,136,0.5238329172134399,"[0.5174409747123718, 0.6497032642364502, 0.6949357986450195, 0.9178714156150818]",D44,10966.684910582899,"(501.62389755249023, 218.22781920433044)",96.54053449630737,113.59668731689453,230400,61,Desenfoque de linea blanca
,,,105,160,,Desenfoque de linea blanca,137,0.23541419208049774,"[0.00013144015974830836, 0.7278542518615723, 0.08333509415388107, 0.9263797402381897]",D44,3805.7578085155515,"(529.3548774719238, 15.023976176453289)",71.46917581558228,53.25033855624497,230400,61,Desenfoque de linea blanca
,,,106,162,,Desenfoque de linea blanca,138,0.24476616084575653,"[0.5030480027198792, 0.6061445474624634, 0.7000013589859009, 0.9044116735458374]",D44,13534.78154018485,"(483.37799072265625, 216.5488851070404)",107.37616539001465,126.0501480102539,230400,62,Desenfoque de linea blanca
,,,107,163,,Desenfoque de linea blanca,139,0.21387013792991638,"[0.5463011860847473, 0.6260191798210144, 0.749413013458252, 0.9091114401817322]",D44,13247.858607473972,"(491.2417984008789, 233.22855591773987)",101.9132137298584,129.99156951904297,230400,62,Desenfoque de linea blanca
,,,108,172,,Desenfoque de linea blanca,140,0.5941112041473389,"[0.13112154603004456, 0.577980101108551, 0.3356871008872986, 0.9419299364089966]",D44,17153.648639641004,"(486.37121200561523, 84.02555644512177)",131.0219407081604,130.92195510864258,230400,63,Desenfoque de linea blanca
,,,108,172,,Desenfoque de linea blanca,141,0.29902178049087524,"[0.00022385716147255152, 0.5387057662010193, 0.06571589410305023, 0.9402638673782349]",D44,6059.256882390833,"(473.2702827453613, 11.869155227614101)",144.5609164237976,41.914903642609715,230400,63,Desenfoque de linea blanca
,,,109,173,,Desenfoque de linea blanca,142,0.3647894263267517,"[0.0002468109014444053, 0.5499168634414673, 0.10341542959213257, 0.938843846321106]",D44,9244.813730740818,"(476.40342712402344, 18.659203288843855)",140.01371383666992,66.02791596204042,230400,63,Desenfoque de linea blanca
,,,109,173,,Desenfoque de linea blanca,143,0.23552295565605164,"[0.15462777018547058, 0.5481420755386353, 0.23320849239826202, 0.9366222023963928]",D44,7033.432074347388,"(475.124568939209, 69.81052726507187)",139.85284566879272,50.29166221618652,230400,63,Desenfoque de linea blanca
,,,110,174,,Desenfoque de linea blanca,144,0.49625515937805176,"[0.00010906458192039281, 0.5579899549484253, 0.14118248224258423, 0.9376803040504456]",D44,12341.195182216527,"(478.6144828796387, 25.432478428410832)",136.6885256767273,90.28698730282485,230400,63,Desenfoque de linea blanca
,,,111,175,,Desenfoque de linea blanca,145,0.5541504621505737,"[0.0, 0.5522433519363403, 0.19030503928661346, 0.9207406044006348]",D44,16157.234098305025,"(471.35486602783203, 34.254907071590424)",132.659010887146,121.79522514343262,230400,63,Desenfoque de linea blanca
,,,111,175,,Desenfoque de linea blanca,146,0.4583457410335541,"[0.1364879310131073, 0.5427083969116211, 0.2706950008869171, 0.9404571652412415]",D44,12298.912529687459,"(474.612979888916, 73.2929277420044)",143.18955659866333,85.89252471923828,230400,63,Desenfoque de linea blanca
,,,112,178,,Desenfoque de linea blanca,147,0.24218711256980896,"[0.23531489074230194, 0.5566908717155457, 0.3921538293361664, 0.9406928420066833]",D44,13876.176715410747,"(479.1627883911133, 112.9443696141243)",138.24070930480957,100.37692070007324,230400,64,Desenfoque de linea blanca
,,,113,179,,Desenfoque de linea blanca,148,0.48907241225242615,"[0.25259828567504883, 0.5511906743049622, 0.41056713461875916, 0.9464197754859924]",D44,14384.767376476702,"(479.23534393310547, 119.36977565288544)",142.2824764251709,101.10006332397461,230400,64,Desenfoque de linea blanca
,,,113,179,,Desenfoque de linea blanca,149,0.24128086864948273,"[0.00011105537123512477, 0.5955373048782349, 0.287852942943573, 0.9556928873062134]",D44,23876.777573577507,"(496.39366149902344, 51.83351969666546)",129.65600967407227,184.15480804629624,230400,64,Desenfoque de linea blanca
,,,113,179,,Desenfoque de linea blanca,150,0.21869362890720367,"[0.5560532808303833, 0.6472190618515015, 0.7762200236320496, 0.9116364121437073]",D44,13412.944916140532,"(498.8337516784668, 239.80919480323792)",95.19024610519409,140.9067153930664,230400,64,Desenfoque de linea blanca
,,,114,180,,Desenfoque de linea blanca,151,0.6744247078895569,"[0.2727113664150238, 0.557212233543396, 0.4094056189060211, 0.9375872015953064]",D44,11979.664571322519,"(478.33581924438477, 122.78105735778809)",136.93498849868774,87.48432159423828,230400,64,Desenfoque de linea blanca
,,,115,181,,Desenfoque de linea blanca,152,0.6341402530670166,"[0.27464956045150757, 0.5645265579223633, 0.4029005467891693, 0.946533739566803]",D44,11287.94062094662,"(483.5392951965332, 121.95901930332184)",137.5225853919983,82.08063125610352,230400,64,Desenfoque de linea blanca
,,,116,182,,Desenfoque de linea blanca,153,0.3786659836769104,"[0.271080881357193, 0.5392662286758423, 0.3977101445198059, 0.9461086988449097]",D44,11869.784575664562,"(475.3199768066406, 120.3823846578598)",146.46328926086426,81.04272842407227,230400,64,Desenfoque de linea blanca
,,,117,183,,Desenfoque de linea blanca,154,0.422416090965271,"[0.2586735188961029, 0.5449329614639282, 0.3877955973148346, 0.9461820721626282]",D44,11937.051449184128,"(477.15681076049805, 116.36444091796875)",144.44967985153198,82.63813018798828,230400,64,Desenfoque de linea blanca
,,,118,184,,Desenfoque de linea blanca,155,0.5624936819076538,"[0.2376958429813385, 0.5470761060714722, 0.37490764260292053, 0.9451658725738525]",D44,12585.0500980363,"(477.5174331665039, 110.26862740516663)",143.31231594085693,87.8155517578125,230400,64,Desenfoque de linea blanca
,,,119,185,,Desenfoque de linea blanca,156,0.44378232955932617,"[0.21490156650543213, 0.544360876083374, 0.368369996547699, 0.9458094239234924]",D44,14194.869898699199,"(476.85449600219727, 104.9888813495636)",144.52147722244263,98.21979522705078,230400,64,Desenfoque de linea blanca
,,,120,202,,Desenfoque de linea blanca,157,0.2692825496196747,"[0.21239328384399414, 0.5497122406959534, 0.3774792551994324, 0.9453147053718567]",D44,15047.059311734847,"(478.4086227416992, 106.17705702781677)",142.4168872833252,105.65502166748047,230400,65,Desenfoque de linea blanca
,,,121,203,,Desenfoque de linea blanca,158,0.26269298791885376,"[0.2089489996433258, 0.5619701147079468, 0.37327948212623596, 0.9444497227668762]",D44,14481.344685818476,"(482.05434799194336, 104.80112671852112)",137.6926589012146,105.1715087890625,230400,65,Desenfoque de linea blanca
,,,122,204,,Desenfoque de linea blanca,159,0.29833880066871643,"[0.2048310935497284, 0.5738741755485535, 0.37038710713386536, 0.9439850449562073]",D44,14117.54806040608,"(485.71495056152344, 103.53927612304688)",133.23991298675537,105.95584869384766,230400,65,Desenfoque de linea blanca
,,,123,205,,Desenfoque de linea blanca,160,0.21790951490402222,"[0.20535579323768616, 0.5732979774475098, 0.36788201332092285, 0.9425128698348999]",D44,13825.636037720415,"(485.0594711303711, 103.18280518054962)",132.91736125946045,104.01678085327148,230400,65,Desenfoque de linea blanca
